trip_id,personal_mae,personal_rmse,personal_mbe,personal_stddev,personal_count,global_mae,global_rmse,global_mbe,global_stddev,global_count,segment_count,avg_gt_soc_delta,mae_improvement
9940f3c7-5652-50f9-a119-44000f7c25bc,0.776,0.9399,-0.0788,1.0471,5.0,0.6157,0.7727,-0.0864,0.8585,5.0,5.0,1.62,-0.1602
9956130f-d4c3-5fb6-8498-a246e2095adf,1.1426,1.5076,0.0501,1.6108,8.0,1.5518,1.774,-0.1799,1.8867,8.0,8.0,6.0,0.4093
99bc9751-7d66-592c-b343-887e6483ff14,0.402,0.5161,0.0358,0.5945,4.0,0.3992,0.4394,-0.1266,0.4858,4.0,4.0,1.375,-0.0028
9a5244f3-a4e5-59ae-88b9-6ac256da8f69,0.6216,0.7082,0.0424,0.8162,4.0,0.5784,0.5867,0.3103,0.5749,4.0,4.0,3.0,-0.0432
9a6f615e-5162-56e2-8352-dee35ef04c6a,1.4405,1.6531,-0.1275,1.8427,5.0,1.1376,1.3847,-0.2064,1.5309,5.0,5.0,2.42,-0.303
9b5a8ccb-bacd-5dea-bc65-2e3e758831ef,1.0463,1.3144,0.018,1.5175,4.0,0.9569,1.1182,0.2071,1.2688,4.0,4.0,2.025,-0.0895
9b5c9c4f-2810-55b1-b227-4291998f3069,0.4664,0.5614,-0.0399,0.5829,13.0,0.9268,1.1857,-0.8079,0.9033,13.0,13.0,1.5538,0.4604
9ca1b217-631f-5432-9690-a81e49072244,2.1634,2.1846,-0.2228,2.5094,4.0,1.6198,1.6674,-0.3746,1.8762,4.0,4.0,1.6,-0.5435
9ece44ba-159b-58ca-84c7-b7481b9d69bc,1.5651,2.3094,-0.3104,2.5069,6.0,1.4718,2.4203,-1.1014,2.3609,6.0,6.0,3.1667,-0.0932
9f89490c-0c21-5af7-9bae-c08efbda8b8a,1.036,1.1659,-0.1162,1.3396,4.0,0.879,1.2198,-0.8377,1.0239,4.0,4.0,2.875,-0.157
a12f86bd-7be1-5760-9759-8da74a1b1a2a,0.7727,0.9646,-0.0812,1.0746,5.0,0.8917,1.1825,-0.8322,0.9392,5.0,5.0,0.84,0.119
a1d09501-c9bb-5ad7-b07e-b756daddb58a,0.5491,0.6552,-0.0113,0.7176,6.0,0.886,1.1008,0.8461,0.7714,6.0,6.0,5.05,0.337
a1e4e6e1-7bc9-5f01-aa19-f9793c810080,1.1449,1.5278,-0.2512,1.6849,5.0,1.1088,1.3326,0.3812,1.4277,5.0,5.0,2.04,-0.0361
a215fed4-2f02-58a5-91fd-8f40d3314362,0.129,0.1682,0.0145,0.1935,4.0,0.1222,0.1355,-0.05,0.1454,4.0,4.0,1.825,-0.0068
a2892084-192c-5043-bb52-4d06b976cb12,0.9387,1.0556,-0.0996,1.1512,6.0,0.9625,1.2416,-0.8903,0.948,6.0,6.0,6.3833,0.0237
a3040f65-a0d1-58f3-88c4-674534e11373,0.499,0.657,-0.0977,0.6946,8.0,0.6297,0.8023,-0.5,0.6708,8.0,8.0,4.875,0.1307
a3ebe3e1-f6e2-5ffe-9d44-cbe854adf625,0.4343,0.528,0.0322,0.6086,4.0,0.2916,0.4661,0.1991,0.4867,4.0,4.0,2.825,-0.1426
a3ed5718-ea7a-5b5a-87ec-ac5144e0f956,0.7864,1.0247,-0.0206,1.1455,5.0,0.8922,1.0156,-0.389,1.0489,5.0,5.0,2.44,0.1058
a4ca837a-1aa4-5a60-8230-770e7f6d369e,0.5661,0.6108,-0.1004,0.6957,4.0,0.5029,0.5752,-0.2287,0.6094,4.0,4.0,2.325,-0.0632
a5ce5839-1d45-5895-ad58-06a736112f54,1.2099,1.6394,0.0473,1.8322,5.0,0.9488,1.3789,0.2706,1.5117,5.0,5.0,5.64,-0.2611
a5f47f41-0e3e-579a-aa60-56944bf94e84,0.3983,0.525,0.0362,0.6048,4.0,0.3558,0.4013,0.1691,0.4203,4.0,4.0,2.875,-0.0424
a62bd073-52fb-5143-96cb-dd0d78a7e45d,0.4143,0.5234,0.0514,0.6015,4.0,0.3953,0.563,0.3953,0.4628,4.0,4.0,1.225,-0.0189
a661ecc1-3ec1-5f9a-875f-9c0a886cee9b,0.7366,1.0044,-0.0551,1.0439,13.0,0.8407,1.1559,-0.4632,1.1023,13.0,13.0,3.1077,0.104
a66a3aaf-ed32-5e11-8a96-d865cdf8c6f8,0.1906,0.265,-0.0045,0.2779,11.0,0.3231,0.3824,-0.2519,0.3018,11.0,11.0,0.7909,0.1326
a7b40002-a0d8-51d2-a94b-e23675dac3dc,0.9006,0.9544,-0.0566,1.1001,4.0,0.7131,0.886,-0.5505,0.8017,4.0,4.0,3.275,-0.1875
a85c48a4-7074-58e3-974c-817bfc1ca05c,0.5749,0.7879,-0.1156,0.9,4.0,0.528,0.6645,-0.0674,0.7633,4.0,4.0,3.025,-0.0469
a8754e8f-9a80-5bed-9cfb-ccdf091fa390,0.5056,0.6119,0.1531,0.6624,5.0,0.4747,0.5118,-0.0275,0.5714,5.0,5.0,3.82,-0.031
a87aa2ca-f0d4-5e63-a3b3-a9e2460a9f5b,0.1243,0.1569,0.0248,0.1608,14.0,0.1556,0.1859,0.0425,0.1878,14.0,14.0,1.1571,0.0314
a98eaded-a2f2-57a0-9f79-deddcbeefd8b,0.6135,0.7691,0.0285,0.8875,4.0,0.5994,0.682,0.2668,0.7248,4.0,4.0,3.125,-0.0141
ab99939b-d782-5aa7-9f57-5e2e0cdd89ed,2.529,3.3599,-0.2081,3.8723,4.0,2.6258,2.7695,1.1729,2.897,4.0,4.0,6.8,0.0968
abce29ad-81db-5bb6-9ba4-001ef78aae3a,0.1583,0.2095,-0.0384,0.2184,9.0,0.424,0.4826,-0.3953,0.2937,9.0,9.0,1.1111,0.2657
abfe5d92-4264-5190-89ed-0e92c1f25ee6,1.3165,1.4488,0.1763,1.6604,4.0,1.0492,1.1717,0.2046,1.3321,4.0,4.0,3.775,-0.2673
aede225e-9a25-5f14-b0be-a015d12c9614,0.1494,0.1979,0.0304,0.2257,4.0,0.2638,0.2961,-0.2388,0.2022,4.0,4.0,1.525,0.1145
af2b79aa-f8a4-59f6-84c9-447484763e92,0.7825,0.8356,0.1095,0.9261,5.0,0.7501,0.8443,-0.3702,0.8484,5.0,5.0,7.1,-0.0324
af546316-dc07-5e16-a104-1e6ba7bfc094,0.503,0.6687,0.0133,0.7475,5.0,0.3667,0.4996,-0.0413,0.5566,5.0,5.0,2.22,-0.1364
afa295fb-6dfe-5a62-9171-c83c73df4afc,1.5265,1.9133,0.1806,2.1994,4.0,1.0323,1.3458,0.177,1.5405,4.0,4.0,2.925,-0.4943
afaa0876-9f5f-53e0-a585-a8033d6ab1c6,2.0165,2.4539,-0.1652,2.8271,4.0,1.4982,1.9586,-0.3026,2.2345,4.0,4.0,1.95,-0.5183
b097d91e-0c46-503d-be49-86a61efe197a,0.1068,0.1243,-0.0017,0.1435,4.0,0.2847,0.3005,0.2847,0.1114,4.0,4.0,1.025,0.1778
b09aa873-af90-5889-b07a-f4cc555f9bef,1.3889,1.6418,0.0018,1.8958,4.0,0.8777,1.0569,0.1986,1.1986,4.0,4.0,1.875,-0.5112
b115eb7e-828a-5a67-85fc-eceb087927ce,0.5443,0.7431,0.1488,0.8407,4.0,0.4809,0.6543,0.2035,0.718,4.0,4.0,2.65,-0.0634
b19b2d20-dd1a-551f-9eab-e47338867616,0.1899,0.2025,0.0032,0.2338,4.0,0.165,0.2157,-0.1275,0.2009,4.0,4.0,1.3,-0.0248
b299f7e2-2afb-5cb4-9323-c661c1f03b04,1.78,1.9197,0.0165,2.2166,4.0,1.3398,1.5074,-0.3294,1.6985,4.0,4.0,3.0,-0.4402
b2a20d65-dab6-5aea-b1a6-91fab49e2377,0.575,0.6763,0.1549,0.736,5.0,0.6879,0.8679,-0.678,0.6057,5.0,5.0,4.24,0.1129
b2eb1038-e863-5556-9175-6a606337f438,0.6978,0.8067,-0.0866,0.8967,5.0,0.7347,0.8973,-0.3789,0.9093,5.0,5.0,4.56,0.0369
b3260c2b-3044-59de-b752-8036438dab3d,0.5752,0.62,0.0069,0.7158,4.0,0.4075,0.4165,0.0004,0.481,4.0,4.0,2.4,-0.1676
b360c5b9-42e4-51e0-9b4a-c6a83f038af0,0.9729,1.1611,0.0632,1.27,6.0,0.845,0.968,0.207,1.0358,6.0,6.0,2.4667,-0.1279
b385feac-b787-5aeb-b158-96701c80ec99,0.5412,0.761,-0.0605,0.7896,13.0,0.8767,1.0431,-0.275,1.0473,13.0,13.0,1.1846,0.3355
b3ecad19-8e6d-5a58-bbd1-7d09d1b24dfe,0.3684,0.4471,0.0111,0.5161,4.0,0.3077,0.3199,0.1169,0.3439,4.0,4.0,3.125,-0.0607
b437e7dd-b7dc-5afe-94eb-dbdd87d2b2b8,1.1582,1.5221,-0.1153,1.6969,5.0,0.8762,1.1904,-0.1835,1.315,5.0,5.0,4.12,-0.282
b55540f6-e433-5f7c-a8bc-b7231e76cf6d,0.2543,0.3195,0.0472,0.3461,6.0,0.2581,0.376,0.2419,0.3154,6.0,6.0,1.8167,0.0038
b555f319-7d4f-5127-8b25-20d834788db7,0.7457,0.9816,0.1842,1.1134,4.0,0.6095,0.7996,0.122,0.9125,4.0,4.0,4.6,-0.1362
b6651e50-3fc8-5933-b550-8353054e7745,1.1393,1.5726,-0.1061,1.6947,7.0,1.6308,2.2445,1.3271,1.9552,7.0,7.0,6.2286,0.4916
b69ce103-bf84-5568-b3de-5f153eac0a83,0.7272,1.0867,-0.2124,1.1511,7.0,0.6753,1.0143,-0.2918,1.0492,7.0,7.0,2.7571,-0.0519
b6d8cdeb-1da3-5fa7-af2a-af93445265cf,0.7843,0.823,0.1164,0.9408,4.0,0.5727,0.6801,-0.3273,0.6884,4.0,4.0,2.8,-0.2116
b6ed53d6-5516-535f-91d9-a1999c5a68ca,1.0702,1.2708,0.1511,1.3489,8.0,1.3532,1.5871,-0.9196,1.3828,8.0,8.0,3.925,0.283
b72e59ea-bc0a-5f0a-b873-f1c8cea0e3d3,1.4393,1.6749,-0.0887,1.9313,4.0,1.1954,1.6352,0.9728,1.5176,4.0,4.0,7.3,-0.2439
b72f12fa-3cc1-5e8e-af73-55f1e51bce4f,0.4265,0.5955,0.0892,0.6583,5.0,0.4479,0.5272,0.2908,0.4917,5.0,5.0,3.14,0.0215
b768aec2-f96e-53b2-ac57-3f86f23a8463,1.2763,1.426,-0.1195,1.5888,5.0,1.0729,1.4055,0.8117,1.2828,5.0,5.0,3.96,-0.2034
b7a84a3a-fdf0-5e81-8b32-6d8e90dd9471,0.3846,0.5027,-0.0216,0.5615,5.0,0.4862,0.638,-0.4862,0.4618,5.0,5.0,1.06,0.1017
b80b3909-5baf-50b7-82e6-3e15502b08e0,1.0864,1.1883,-0.0272,1.3718,4.0,0.7624,1.1409,-0.7164,1.0254,4.0,4.0,1.85,-0.324
b84683a7-1fd4-59df-bf91-4ff5e2a1028a,0.3156,0.3824,-0.0411,0.3971,12.0,0.4436,0.5981,-0.3134,0.5321,12.0,12.0,1.4083,0.128
b8e77f95-45a8-5095-9cfd-5c157f24cc05,0.3677,0.4099,0.0118,0.4581,5.0,0.345,0.4013,0.1929,0.3934,5.0,5.0,2.86,-0.0227
b901c069-fc2e-5064-a39a-662c6c30a584,1.1684,1.4202,0.1135,1.6346,4.0,0.7679,1.1865,0.3949,1.292,4.0,4.0,3.675,-0.4004
b9fdd17e-e601-5442-9ee5-b4d3eb9592d5,1.1584,1.4755,-0.1875,1.6899,4.0,0.894,1.2038,-0.2413,1.3618,4.0,4.0,2.45,-0.2645
badcec3a-801a-57ad-9f36-c21dcb5c1442,1.9954,2.4885,0.0353,2.6876,7.0,1.7092,2.1767,0.0679,2.35,7.0,7.0,2.6,-0.2861
bb13fc40-7d51-5722-a544-e07c41983bfa,0.9479,1.2213,-0.0911,1.3342,6.0,0.8987,1.1713,-0.6122,1.0939,6.0,6.0,3.0833,-0.0491
bb6198ef-e435-59e1-83bd-b4ff481c3dad,0.3777,0.4757,0.0802,0.5415,4.0,0.4296,0.5478,0.4204,0.4056,4.0,4.0,1.95,0.0519
bb6268e2-1908-52fc-a39a-3ae6e5ae2cc1,0.5957,0.782,-0.111,0.816,10.0,0.6982,0.9529,-0.543,0.8255,10.0,10.0,3.33,0.1026
bb7022eb-30a4-590c-9fda-3973c04e178d,0.7714,0.9988,-0.0331,1.1161,5.0,0.5763,0.8103,-0.2872,0.8471,5.0,5.0,3.26,-0.1951
bc355c5c-d4dd-5363-989c-7186b6da9cf7,0.2908,0.4204,0.0327,0.432,17.0,0.3958,0.5237,-0.0089,0.5397,17.0,17.0,2.8706,0.1051
bc459a3a-961c-5b66-b06a-d406ee68bd97,1.0424,1.1601,0.0779,1.2941,5.0,0.9902,1.1342,-0.4146,1.1803,5.0,5.0,2.68,-0.0522
bc6df324-94c5-5d9b-8166-ac5727974097,1.6215,1.8268,0.2789,2.0185,5.0,1.5984,1.6609,-0.1778,1.8463,5.0,5.0,2.68,-0.0231
bdb9f899-2b77-5781-8a5d-627921b97f3d,2.2685,2.8512,0.5479,3.231,4.0,1.8378,2.3182,0.019,2.6767,4.0,4.0,4.725,-0.4307
be417bbf-d0ec-5fe5-a520-907b332ddf81,1.3358,1.8276,-0.1318,2.038,5.0,0.9833,1.527,-0.3448,1.6631,5.0,5.0,5.72,-0.3525
be418454-24c5-5000-864e-ef150b216e7d,0.3585,0.3846,-0.0046,0.444,4.0,0.2824,0.325,-0.1225,0.3476,4.0,4.0,1.55,-0.076
be716261-17e7-5ade-b4a9-9a5e90a66cd3,0.4279,0.5913,0.0262,0.6604,5.0,0.3301,0.478,0.1074,0.5207,5.0,5.0,1.88,-0.0978
beb962b0-908a-5768-a7bd-545693619a37,0.558,0.685,-0.0546,0.7884,4.0,0.5572,0.6045,-0.3401,0.5771,4.0,4.0,2.825,-0.0009
bec2a6c1-4fbd-50a6-8cfe-8843164cc4f6,0.6449,0.7648,0.0382,0.882,4.0,0.5775,0.6721,-0.1863,0.7457,4.0,4.0,2.725,-0.0673
bed9c8b2-2eb3-52a6-82dd-54c1dcc9e2c7,0.6433,0.7616,-0.0043,0.8794,4.0,0.4982,0.557,0.0376,0.6417,4.0,4.0,2.625,-0.1451
bf60e47a-14de-52c0-85ac-4b9c4392b959,1.0088,1.0987,-0.0275,1.228,5.0,0.7679,1.0109,-0.5668,0.9359,5.0,5.0,2.24,-0.2409
c160a5ff-56d4-5703-976d-be98499725d8,0.1467,0.1858,-0.023,0.2129,4.0,0.1534,0.1756,-0.123,0.1447,4.0,4.0,1.85,0.0068
c1e2df24-c58f-5b4b-9fdd-25fe36caa777,1.7321,2.0683,-0.017,2.3881,4.0,1.9633,2.1879,0.6378,2.4166,4.0,4.0,6.05,0.2311
c2a5acc4-7934-5065-a352-3f70a118da26,1.1577,1.2943,0.0355,1.4465,5.0,0.9516,1.0285,0.0639,1.1477,5.0,5.0,3.4,-0.2062
c2edae76-b132-58af-b23a-fb30679b1516,0.5974,0.7177,0.0684,0.7988,5.0,1.2151,1.3597,-1.2151,0.6821,5.0,5.0,2.66,0.6178
c369e396-3846-5abf-b7e7-c5c11ac1085f,1.0217,1.2567,-0.0016,1.405,5.0,0.8714,1.0029,-0.508,0.9668,5.0,5.0,4.38,-0.1503
c3dfc7c9-236c-5b48-90e3-9d59e485755b,2.0735,2.562,0.121,2.9551,4.0,1.818,1.9981,0.7508,2.1382,4.0,4.0,7.3,-0.2555
c709410f-eb49-5e9f-ade1-e8ebf588df54,0.4956,0.5185,-0.0185,0.5983,4.0,0.5035,0.5991,-0.4689,0.4306,4.0,4.0,1.6,0.0079
c73f574c-602d-556e-a26b-21b7b89777d3,1.6729,1.838,0.1188,2.1178,4.0,1.4441,1.6257,-0.5453,1.7684,4.0,4.0,1.35,-0.2288
c7b46d1d-5303-58c5-8c68-44438f6a53c1,1.0465,1.1345,0.0465,1.3089,4.0,1.0667,1.342,-0.9563,1.0871,4.0,4.0,3.55,0.0202
c82c2d3f-407e-5206-8a2c-7207d4a300d1,0.3891,0.5034,0.0544,0.5779,4.0,0.5306,0.5513,-0.3742,0.4676,4.0,4.0,2.6,0.1415
c86181ae-05ec-527a-9f33-f6fb47f9e37c,0.4225,0.4615,-0.0266,0.532,4.0,0.3001,0.3405,-0.0807,0.3819,4.0,4.0,2.6,-0.1224
c90dfeec-b720-533d-bc8d-fd5f6bf1f415,1.0603,1.3008,-0.0747,1.4995,4.0,1.0469,1.4657,-1.0469,1.1846,4.0,4.0,1.1,-0.0135
c9499a01-8e4f-5fe5-9b42-3a48745c2d70,0.7159,0.7795,0.121,0.8892,4.0,0.979,1.1793,-0.979,0.7593,4.0,4.0,4.075,0.2631
cb21b409-af8b-580d-aad2-739ea34e5bb5,0.9266,1.2407,-0.2427,1.3604,5.0,0.8124,1.0371,0.0161,1.1594,5.0,5.0,5.9,-0.1142
cc260c12-e07d-5bbe-99dd-a261b57b475c,1.4176,1.6433,0.1117,1.8931,4.0,0.94,1.1867,-0.4184,1.2823,4.0,4.0,3.65,-0.4776
cd41853e-7d13-542b-ba3b-a3d0f5cc67cd,0.6297,0.7704,0.0186,0.8893,4.0,0.6346,0.6445,-0.2994,0.6591,4.0,4.0,1.15,0.0048
cd45eb91-afbf-5916-b7b3-42cddb34ef34,0.4984,0.609,-0.0039,0.6671,6.0,0.5472,0.6595,0.2821,0.6531,6.0,6.0,4.15,0.0488
cd8ae41b-df56-5053-9b1b-0dc0170fd769,1.8095,2.1918,0.0437,2.5304,4.0,1.6501,2.4305,1.6501,2.0606,4.0,4.0,5.125,-0.1595
ce2d87ac-b8fa-529f-b2d0-5e9b8f98bb7e,0.3134,0.4148,-0.0472,0.4514,6.0,0.4398,0.483,-0.3569,0.3564,6.0,6.0,4.65,0.1264
ce5862e4-939e-5b62-b810-c05e4f774a59,1.744,2.2184,-0.1535,2.3905,7.0,1.5646,2.1775,-0.9338,2.1247,7.0,7.0,1.4714,-0.1794
ceb28adf-ce58-53a2-a3e7-b255aa72ea75,3.2609,4.1987,0.2972,4.5879,6.0,2.3317,3.3408,0.9019,3.5238,6.0,6.0,6.6167,-0.9292
cf3ef8f4-2471-55ef-b7a4-50fd0cea757d,0.9843,1.1127,-0.0271,1.2437,5.0,1.3762,1.7222,-1.3762,1.1577,5.0,5.0,1.18,0.3919
cf4a860e-5a85-5a04-af1a-0af0c0710e1d,1.2627,1.4746,-0.1218,1.643,5.0,1.2233,1.3433,-0.027,1.5016,5.0,5.0,3.8,-0.0394
d0bfcf5f-5d10-5346-b903-29f3132cc935,1.3065,1.6002,-0.0198,1.8476,4.0,1.5714,1.7049,1.12,1.4843,4.0,4.0,4.225,0.2649
d10e0417-3016-53e8-99af-ee2d1f4df61c,1.8565,2.214,0.0977,2.554,4.0,1.2109,1.5086,-0.0699,1.7401,4.0,4.0,4.9,-0.6456
d14aac5a-3d21-501f-a6dc-f77ac0da4de3,0.9485,1.439,-0.1168,1.5712,6.0,0.9697,1.5902,-0.8719,1.4569,6.0,6.0,4.5,0.0212
d158040b-5464-5b2b-9079-2a7fca269728,1.2494,1.4855,-0.1136,1.7103,4.0,1.6969,2.0271,1.6969,1.2804,4.0,4.0,5.075,0.4475
d26bf683-1416-539b-89f9-9073cb97d22b,0.5389,0.6773,-0.0452,0.7556,5.0,0.4931,0.64,0.2381,0.6642,5.0,5.0,4.2,-0.0458
d2d85e5d-9e21-5c90-a2de-80071be46a27,0.499,0.6894,-0.0986,0.7157,11.0,0.6907,0.7615,0.2798,0.7428,11.0,11.0,6.0909,0.1917
d3f8b5a6-5438-5166-9544-02ad8b67eddd,0.2731,0.3157,0.0116,0.3643,4.0,0.2753,0.2802,0.1545,0.2699,4.0,4.0,1.425,0.0022
d529cc91-6b89-5280-95f3-8b3bd9854b5c,0.9899,1.1264,0.0264,1.3003,4.0,1.2111,1.4329,-1.1238,1.0266,4.0,4.0,4.45,0.2212
d52cd74f-4981-5d05-9d4f-cdd58ab7f17d,0.3125,0.3865,-0.0157,0.4318,5.0,0.5412,0.6291,-0.5412,0.3587,5.0,5.0,2.08,0.2287
d57128c5-673c-5af4-9fd9-4288da074c85,1.0792,1.2421,-0.0356,1.3601,6.0,0.8986,1.0048,0.0983,1.0955,6.0,6.0,4.5833,-0.1807
d574e74e-d27c-5c0a-9958-25d0be878ce0,0.8696,0.9827,-0.0735,1.0956,5.0,0.8205,0.9657,0.5739,0.8684,5.0,5.0,4.54,-0.0491
d58e9c30-1e9d-52ae-b240-2f193b36270a,0.864,1.0168,0.0298,1.1363,5.0,0.9516,1.2286,-0.9516,0.8688,5.0,5.0,1.94,0.0877
d66ae8cb-99ac-53c6-9766-041e99847691,1.0053,1.15,-0.0817,1.3246,4.0,0.6365,0.7952,0.0478,0.9166,4.0,4.0,4.3,-0.3688
d6a36911-f538-5c57-b25a-57d61b554bc5,1.5631,1.8151,0.1112,2.0255,5.0,1.3314,1.653,0.5723,1.7338,5.0,5.0,4.62,-0.2316
d78fb5e6-d110-5d9c-88f3-51b1dde0b4c2,2.1567,2.3025,0.1848,2.6502,4.0,1.6537,1.7549,-0.1316,2.0206,4.0,4.0,2.05,-0.5029
d7fad802-099b-53ec-93f7-442281901553,0.985,1.3506,0.3703,1.4229,6.0,1.2243,1.4846,0.2194,1.6084,6.0,6.0,4.35,0.2392
d852a3a5-055d-5f59-922f-7defe9c156c8,0.5662,0.6863,0.0836,0.7866,4.0,0.5685,0.7377,-0.5397,0.5808,4.0,4.0,2.85,0.0022
d8c8baf3-c0a4-5ff2-af53-67723ba4995a,0.516,0.6606,0.0315,0.7377,5.0,0.5193,0.7564,0.5121,0.6223,5.0,5.0,2.88,0.0033
d9ed23b3-ca28-5bfa-a5ba-cd1b37b8484c,0.5105,0.5873,0.1392,0.638,5.0,0.392,0.4523,-0.0897,0.4956,5.0,5.0,2.6,-0.1185
d9f41f0a-fd36-56e3-a56c-e626da7718c7,0.5552,0.6837,0.0562,0.7868,4.0,0.9673,1.1082,0.9673,0.6245,4.0,4.0,3.375,0.4121
da54f4be-9a81-5563-864b-eae83f01961c,0.4281,0.5216,-0.0034,0.5832,5.0,0.5543,0.6991,-0.5543,0.4762,5.0,5.0,2.52,0.1262
daf73830-3c6f-5012-b01b-c935c1899eb5,0.72,0.9317,-0.1055,1.0689,4.0,0.5544,0.665,0.0165,0.7677,4.0,4.0,2.85,-0.1656
db06f4a0-8f3a-53f8-bd92-32c7dc4f8af7,0.3901,0.5574,0.028,0.6098,6.0,0.3289,0.4666,0.0483,0.5084,6.0,6.0,2.4167,-0.0612
db9ec2fd-459c-5ac7-a5d2-3b48a3d22938,0.1754,0.2624,-0.0083,0.2668,30.0,0.3258,0.425,0.1153,0.4161,30.0,30.0,2.2067,0.1505
dbc8ed0c-f871-5f9a-b5f7-6159c4fc2145,1.2419,1.3741,0.1852,1.5722,4.0,1.2679,1.7315,-1.2575,1.3744,4.0,4.0,3.9,0.026
dc3ea82f-77fc-571b-bc84-366f55514d89,3.653,4.3076,0.1508,4.7159,6.0,3.0499,3.6893,-0.1634,4.0374,6.0,6.0,4.0167,-0.6032
dd2e7e7b-bbfc-5996-a728-b9a52852d6d3,0.3973,0.4997,0.015,0.5265,10.0,0.5068,0.5998,-0.3727,0.4953,10.0,10.0,0.89,0.1095
dd3281b7-14fa-57a0-bcbf-2ae7b91f1048,0.7706,0.9345,0.1649,1.0077,6.0,0.7062,0.9067,0.2604,0.9514,6.0,6.0,3.1833,-0.0644
dd37e325-ae8e-58b9-b5cd-5fbcaa5061a2,0.2163,0.2481,0.012,0.2862,4.0,0.5043,0.535,-0.5043,0.2064,4.0,4.0,2.325,0.288
dd59812b-cc24-5c42-8a9e-533566e6323c,0.8544,1.0971,-0.1055,1.1795,7.0,0.8173,1.1069,-0.4367,1.0986,7.0,7.0,3.5714,-0.0371
de29d78e-a3f6-59de-a0e5-7209d939d8f1,0.6262,0.7038,-0.0031,0.8126,4.0,0.5713,0.7775,-0.5713,0.6088,4.0,4.0,1.425,-0.0549
de94a4b4-795a-5608-8c4f-b047ac2afb53,1.5537,1.7268,-0.2305,1.9134,5.0,1.5615,2.0717,-1.352,1.755,5.0,5.0,1.82,0.0078
df00590b-66f5-5a72-94f1-bbe7f8fac68f,0.7137,0.9057,-0.0355,0.9675,8.0,0.7086,0.9535,-0.3077,0.9647,8.0,8.0,1.575,-0.0051
dfeb9a48-df1f-5b47-a5f7-c90be5700ee3,0.8745,1.3642,-0.0949,1.4273,11.0,0.987,1.3542,-0.3281,1.378,11.0,11.0,1.3545,0.1125
e050aeb0-08ce-564f-a881-0fdf252cc992,0.1504,0.1979,-0.0103,0.2282,4.0,0.178,0.2032,-0.127,0.1831,4.0,4.0,3.875,0.0276
e382e5cb-a4d6-5d9d-8382-bb9445f1e9cb,0.6621,0.9026,-0.0525,1.0404,4.0,0.5671,0.7247,-0.2259,0.7951,4.0,4.0,4.125,-0.095
e48e6c23-766e-56f5-b015-2df5550c1419,1.1186,1.578,-0.0163,1.7642,5.0,0.8913,1.2579,0.2392,1.3807,5.0,5.0,1.96,-0.2273
e5382b52-d43f-5446-acd2-7195b944e296,0.923,1.1033,0.2935,1.1487,7.0,1.3266,1.5597,-0.9832,1.3078,7.0,7.0,3.4143,0.4036
e554ba11-614d-5456-acfe-076785748a2d,2.2377,3.3188,-0.3453,3.6159,6.0,2.0318,2.9144,0.1855,3.1861,6.0,6.0,3.3,-0.2058
e62bb9fd-877f-5444-aa74-39f8fbbb99bf,1.3528,1.9429,-0.3631,2.0616,7.0,1.3895,1.8286,-0.0045,1.9751,7.0,7.0,4.3143,0.0367
e6f41feb-8433-5b80-b713-390ba2e23072,0.5528,0.5717,0.0087,0.6601,4.0,0.4222,0.5091,-0.324,0.4534,4.0,4.0,2.475,-0.1306
e8f576fe-db08-58c1-a542-28dac9a80b22,0.9327,0.9929,-0.02,1.1463,4.0,0.7048,0.9052,0.4982,0.8727,4.0,4.0,4.875,-0.2279
e90607f5-59ce-5bb0-b012-f059e97bef83,1.3113,1.6593,-0.0994,1.9126,4.0,1.0797,1.2752,0.3023,1.4305,4.0,4.0,3.275,-0.2317
e952431c-8815-5e7d-8219-aefee4e24230,1.4619,1.8384,0.1662,1.9573,8.0,1.3011,1.6659,-0.0559,1.7799,8.0,8.0,7.1625,-0.1608
ea38aa79-bce3-5443-823d-0eee6d154333,0.1563,0.182,-0.0223,0.2086,4.0,0.3018,0.3292,-0.3018,0.1518,4.0,4.0,1.35,0.1455
eb1a8ddb-5bb3-512a-afd8-5c1ab50e9807,0.777,1.0805,-0.3304,1.1501,5.0,0.7202,1.0284,-0.4184,1.0503,5.0,5.0,1.96,-0.0568
ec8e6372-5211-5466-b57a-869978b717b1,0.1557,0.2284,-0.0049,0.2337,22.0,0.2095,0.2963,0.0255,0.3021,22.0,22.0,0.8273,0.0538
eccada48-3b0a-5223-8dd9-6f8b966abf49,0.6392,0.7383,0.0601,0.8227,5.0,0.663,0.7614,0.3629,0.7483,5.0,5.0,4.22,0.0238
edcf7e79-b344-5f9a-bfd5-3dc9c201d078,1.494,1.6296,-0.0207,1.8218,5.0,1.2373,1.4951,-0.8204,1.3974,5.0,5.0,4.9,-0.2566
eec1272e-44e1-5e1f-bbaf-2e4cc4f1de2b,1.2897,1.5594,0.0075,1.7082,6.0,1.4372,1.6233,0.8436,1.5193,6.0,6.0,2.9833,0.1475
eed63b7a-7c0d-5126-814d-c3492d511219,0.4084,0.5315,0.067,0.5695,7.0,0.3519,0.4079,-0.0428,0.4382,7.0,7.0,2.6143,-0.0565
eed9891c-b154-5e45-ae3b-e639475a6b06,0.2695,0.3478,0.0268,0.3622,12.0,0.4502,0.5461,-0.3273,0.4566,12.0,12.0,1.025,0.1807
