trip_id,personal_mae,personal_rmse,personal_mbe,personal_stddev,personal_count,global_mae,global_rmse,global_mbe,global_stddev,global_count,segment_count,avg_gt_soc_delta,mae_improvement
4ffbb078-de98-5da3-9331-3c9ce0a586c4,0.7344,0.8003,-0.0495,0.9224,4.0,0.5533,0.649,0.2273,0.702,4.0,4.0,3.2,-0.181
500f9a82-2137-564a-b437-12e75a0e05b2,0.9626,1.3057,0.2098,1.4881,4.0,0.6594,1.0476,0.37,1.1317,4.0,4.0,2.5,-0.3032
504e3b46-9c76-5936-aafc-ce3e8e82231c,1.1288,1.1638,-0.2015,1.3235,4.0,3.0111,3.1648,-3.0111,1.1251,4.0,4.0,0.0,1.8823
50514728-6be9-522b-ad10-a6cab41aa65a,0.2479,0.2902,-0.0001,0.335,4.0,0.6816,0.7181,0.6816,0.261,4.0,4.0,2.975,0.4337
5078d201-6d49-50eb-987d-05f86beaa664,0.7605,0.9194,-0.1155,1.0198,5.0,0.5973,0.6987,-0.1296,0.7676,5.0,5.0,3.66,-0.1633
5122fbb6-c8c1-5f28-800e-14cf61e70d51,0.768,0.9209,0.0833,1.059,4.0,1.065,1.2461,1.0301,0.8095,4.0,4.0,5.875,0.2971
51825cad-b424-56bc-9e44-9ff7ca05253a,2.1744,2.6679,-0.0506,3.0801,4.0,1.8717,2.6163,1.7602,2.2351,4.0,4.0,9.1,-0.3027
519f2362-1676-53d1-9207-542afd37658c,0.4626,0.6072,0.1024,0.6308,10.0,0.9609,1.1483,-0.1024,1.2056,10.0,10.0,1.63,0.4983
51bbbc07-3bd2-5a44-a957-41e416290c3f,0.1996,0.2327,-0.0136,0.2464,9.0,0.2221,0.265,-0.0487,0.2763,9.0,9.0,1.3333,0.0225
51de478b-a919-5206-b0d0-99af130e47e3,1.6093,1.7517,0.0919,2.0199,4.0,1.4384,1.9566,1.2875,1.7013,4.0,4.0,4.875,-0.1709
51f37deb-f5e6-5da1-b906-1a75b24b057d,0.7619,1.165,0.0084,1.2168,12.0,0.8467,1.1399,0.1062,1.1854,12.0,12.0,5.025,0.0848
5226e886-df8b-5b76-b86f-4c99b07b8801,1.9037,2.471,-0.0429,2.8528,4.0,2.0286,2.4763,-1.6945,2.0851,4.0,4.0,1.35,0.1249
5238019c-f7c1-5171-a925-c867e7269f90,0.4848,0.6462,0.0477,0.7205,5.0,0.5049,0.557,-0.1212,0.6079,5.0,5.0,4.48,0.0201
5246437c-e9f6-56f7-8989-3feb435a95df,0.5084,0.6221,0.0651,0.6778,6.0,0.6032,0.7116,-0.4955,0.5594,6.0,6.0,1.05,0.0949
52537909-f1af-5599-a34f-cb35def9e71c,0.206,0.2813,-0.0203,0.3137,5.0,0.925,0.9526,-0.925,0.2545,5.0,5.0,3.74,0.7191
526cf6fa-5b04-5cf7-b175-a40c3ea8bc03,0.6141,0.7012,-0.0793,0.7526,7.0,0.956,1.2081,-0.9213,0.8442,7.0,7.0,1.6857,0.3419
52bbc19b-9725-543c-b62c-633d20e2e724,0.9648,0.9716,0.0422,1.1209,4.0,0.7338,0.9097,0.5164,0.8649,4.0,4.0,3.875,-0.231
53591861-9cdf-5a11-bd45-982e2166e987,0.3114,0.3842,0.0354,0.4418,4.0,0.5468,0.6243,-0.5468,0.3478,4.0,4.0,2.6,0.2354
5399af14-0c8b-54d1-a0e3-d5943154b28d,0.8435,0.856,-0.1376,0.9756,4.0,0.5439,0.548,-0.0597,0.629,4.0,4.0,2.55,-0.2996
5405ed83-968b-5231-964c-231d558099e3,2.5703,3.1593,0.0109,3.6481,4.0,1.8888,2.28,-0.0046,2.6327,4.0,4.0,4.25,-0.6816
550f3a97-8d66-5a83-a72e-3c0776c41b34,0.3755,0.465,-0.038,0.5076,6.0,0.439,0.5107,-0.2821,0.4664,6.0,6.0,1.6167,0.0635
555505a8-6c14-53be-92a7-135e7e862da5,0.3569,0.4357,0.032,0.5017,4.0,0.472,0.4972,-0.3645,0.3905,4.0,4.0,2.125,0.1151
55703551-baa0-503e-b47b-5dbfefb901a2,1.219,1.4999,0.2764,1.7023,4.0,0.9843,1.2809,0.3598,1.4196,4.0,4.0,4.825,-0.2346
559784bd-1b85-57f3-8d6b-e540ffcfee61,0.3015,0.369,-0.0123,0.4258,4.0,0.2714,0.2892,-0.0957,0.3151,4.0,4.0,1.35,-0.0301
55a85836-7695-5a64-9306-b3a2806c9605,1.048,1.4045,0.0978,1.4769,10.0,1.3026,1.7282,0.8319,1.5967,10.0,10.0,6.06,0.2546
567264fd-3985-5a15-a3f9-bd5d56f38531,0.6287,0.736,-0.125,0.8376,4.0,0.5596,0.656,-0.4036,0.5971,4.0,4.0,5.025,-0.0691
58920858-58d8-5aec-9b4c-c58087ae8448,0.9387,1.3109,0.0409,1.4152,7.0,0.8479,1.135,0.292,1.1847,7.0,7.0,7.5857,-0.0909
58a339dc-b821-5982-90d6-e00f4af0df6d,0.6208,0.7962,-0.0474,0.8886,5.0,0.679,0.799,0.434,0.75,5.0,5.0,3.38,0.0583
58d4db25-a96f-5cb6-a6cd-fcaf78ffe1b3,0.8255,1.2427,-0.123,1.3357,7.0,0.7486,1.2306,-0.5711,1.1774,7.0,7.0,0.9143,-0.0769
597f010a-0cb7-5598-b599-94698f035cba,0.5507,0.693,-0.0116,0.8001,4.0,0.5012,0.589,-0.2516,0.615,4.0,4.0,1.975,-0.0496
598e334e-35f1-56ac-8a9b-c11a8eadadc8,0.7983,0.8921,-0.0463,0.9961,5.0,0.693,0.9334,-0.6251,0.775,5.0,5.0,1.62,-0.1053
59ea28f0-7428-5af2-af9a-07134c5fe967,2.3895,2.8771,0.0766,3.321,4.0,1.7798,2.593,-1.6139,2.3435,4.0,4.0,3.375,-0.6097
59f73a8c-6d73-5add-91ce-072ec9b47385,0.6265,0.7295,-0.018,0.7989,6.0,0.6945,0.7528,0.2455,0.7796,6.0,6.0,2.1,0.068
5ad8bbc0-5759-5d3f-9def-b41ac708b2a0,1.6771,2.0969,0.2221,2.4077,4.0,1.3053,1.6687,0.2357,1.9076,4.0,4.0,5.05,-0.3718
5b8107e9-585c-5bcc-9355-35025afafa6e,0.4051,0.5989,0.0235,0.6229,13.0,0.5313,0.6392,-0.2782,0.599,13.0,13.0,1.5615,0.1262
5b8a05ac-0538-5b34-809e-12590c0cf931,0.9373,1.1691,0.044,1.349,4.0,0.8251,1.0333,0.295,1.1435,4.0,4.0,3.275,-0.1122
5bf10526-b4c8-5ed4-9422-27bb113ff743,0.7164,0.797,0.0585,0.8887,5.0,0.4847,0.6632,0.3685,0.6165,5.0,5.0,3.62,-0.2317
5d3749a2-0756-593a-9b99-2c9874a5d8bc,0.9816,1.2936,0.0422,1.4163,6.0,0.9771,1.1118,-0.4596,1.109,6.0,6.0,4.45,-0.0045
5d79ef98-71a9-5cfe-8fbb-6aef90d4a770,1.0788,1.5895,-0.1955,1.728,6.0,1.3518,1.9843,-1.3518,1.5912,6.0,6.0,0.4167,0.273
5db25f18-15c6-53a1-afa2-5daa113105b7,0.6084,0.6649,-0.0723,0.7065,8.0,0.7766,0.9368,-0.5672,0.797,8.0,8.0,3.1625,0.1682
5ea9651f-6726-5363-ad4f-cf9fb125c393,2.4539,2.6378,0.2463,2.8769,6.0,2.5861,2.7421,0.1592,2.9988,6.0,6.0,4.15,0.1322
5f6405a4-d51d-5842-be95-f9dcaeac1d5b,0.7203,0.9032,0.006,1.0429,4.0,0.6454,0.9089,0.6328,0.7533,4.0,4.0,4.975,-0.0749
5f76802c-d737-57c9-ba9b-cb327c0ac9be,0.8452,1.1887,-0.3,1.3281,4.0,1.3327,1.3756,0.9403,1.1593,4.0,4.0,6.6,0.4875
5f848881-02f3-5ca4-8d3a-e79b2b914ccb,0.4492,0.6329,-0.1565,0.7082,4.0,1.2562,1.3609,-1.2562,0.6045,4.0,4.0,1.125,0.807
5f91639e-2c48-564d-a1df-6d847e30e7e2,1.596,2.1398,-0.1736,2.4626,4.0,1.069,1.4989,-0.0071,1.7308,4.0,4.0,3.975,-0.527
5fea9a1a-cfde-548d-87b3-fc6e0caf2b6e,0.2104,0.2877,-0.045,0.3069,7.0,0.4741,0.5356,0.4741,0.2693,7.0,7.0,1.9286,0.2637
603a562b-af24-5ce1-b0ce-2ed7299c4b14,2.2355,2.2648,-0.0375,2.6148,4.0,1.569,1.6799,0.5542,1.8312,4.0,4.0,5.5,-0.6665
604e291a-0b58-5849-bd2c-4e4558fd853e,0.9695,1.3365,-0.0158,1.4942,5.0,0.9088,1.0689,-0.3159,1.1416,5.0,5.0,5.04,-0.0607
60623f14-c9dd-5b25-8db8-b055df7edeac,0.9192,1.1359,0.2201,1.2868,4.0,0.7393,0.883,-0.0077,1.0196,4.0,4.0,2.825,-0.1799
60d8d26e-68a5-5b82-a971-a58807461dff,1.3716,1.8514,-0.3239,2.1049,4.0,1.4797,1.6005,0.7111,1.6556,4.0,4.0,5.275,0.1081
618c635a-bca5-5cb4-b208-6d02554a102f,0.8335,0.9963,0.0383,1.1495,4.0,1.4454,1.607,-1.4454,0.811,4.0,4.0,3.15,0.6119
61a0e330-7b5b-5da0-98d6-491d4513c631,0.2775,0.3976,0.018,0.4246,8.0,0.31,0.3734,-0.1492,0.366,8.0,8.0,1.2,0.0325
61b0f615-2c94-50a0-96dd-a634e126b9ee,0.6735,0.7251,-0.0566,0.7919,6.0,0.66,0.9098,-0.66,0.6859,6.0,6.0,1.75,-0.0135
632fecb6-5068-557b-8f11-df2cbc9eb3d1,0.9231,1.1077,0.0066,1.2134,6.0,1.2862,1.7954,-1.1663,1.4952,6.0,6.0,1.5167,0.3631
64b7db3f-ff60-57c0-892d-6201efa40d08,0.3257,0.3722,0.0373,0.4276,4.0,0.1921,0.2676,-0.1036,0.285,4.0,4.0,2.6,-0.1335
6564af5b-240d-5e58-90fb-e6c057e24fab,0.3018,0.3389,-0.0208,0.3906,4.0,0.2329,0.2624,0.0511,0.2972,4.0,4.0,3.8,-0.0689
6729e448-bc85-513d-84fc-139979fe3d0c,0.3366,0.4688,-0.0039,0.4879,13.0,0.428,0.5458,-0.146,0.5474,13.0,13.0,2.7154,0.0914
672bc874-3654-5490-984c-93225c436a28,0.0706,0.0745,0.0048,0.0831,5.0,0.2948,0.3031,-0.2948,0.0788,5.0,5.0,1.2,0.2242
67955c82-cfcb-5b12-a2e6-2e1b999a03dd,0.2774,0.311,0.0054,0.359,4.0,0.8546,0.8888,-0.8546,0.2819,4.0,4.0,1.2,0.5771
67dbd639-35ca-5e3b-8743-0702ffbbcca3,0.6449,0.9647,0.0704,1.054,6.0,0.9322,1.1348,-0.7456,0.9371,6.0,6.0,3.3667,0.2873
681fb5d1-ac16-5ff2-9e04-06768efbdd39,0.6283,0.8383,-0.0373,0.9364,5.0,0.7043,0.9456,-0.7043,0.7055,5.0,5.0,3.14,0.0759
6857e4fc-1248-5f99-9213-3be1ce5f843a,0.8218,1.0477,-0.0689,1.1452,6.0,0.8207,0.9863,-0.045,1.0793,6.0,6.0,3.55,-0.0011
6879d596-1b16-5281-a780-a5931024e6e7,0.6718,0.6842,0.0088,0.79,4.0,0.481,0.5769,-0.3062,0.5646,4.0,4.0,1.9,-0.1908
68bc747e-b040-5fb7-8f3b-602158febf25,0.7833,0.9461,-0.1531,1.0084,7.0,0.6878,0.826,-0.0298,0.8916,7.0,7.0,1.7429,-0.0955
68bdd3a2-a92e-587f-9fb4-41f708e23aa8,0.6539,0.7732,-0.0958,0.8859,4.0,0.5732,0.6235,-0.3214,0.6169,4.0,4.0,3.825,-0.0807
694859fd-cb41-5679-bef9-a0b00baf032f,1.0389,1.1004,0.1478,1.2591,4.0,1.345,1.6656,-1.3317,1.1551,4.0,4.0,4.775,0.3061
696315e7-b022-5299-938a-944f4d9d30b8,3.0452,4.1611,0.0247,4.8047,4.0,2.6305,3.4412,-0.0885,3.9723,4.0,4.0,6.125,-0.4147
69652215-cca7-5f1b-9f9b-47cc924ecef6,0.5398,0.5854,0.0701,0.6498,5.0,0.6011,0.7322,-0.5113,0.5861,5.0,5.0,3.4,0.0613
69789037-0342-5ed3-9c06-13f988a2aa2c,0.9765,1.0945,0.1015,1.2184,5.0,0.8237,0.8843,-0.0151,0.9885,5.0,5.0,4.34,-0.1528
69a06d32-15b3-5b07-a35b-880c38baee43,0.7749,1.0583,-0.2258,1.1939,4.0,0.6619,1.0181,-0.4851,1.0336,4.0,4.0,2.225,-0.113
6a19bbdc-59ca-55c6-a2d2-d3ade6b945ae,0.7235,0.9807,0.0624,1.0942,5.0,0.7697,0.9135,-0.5691,0.7989,5.0,5.0,1.42,0.0461
6a214e45-c0bb-586d-9ad3-e2e5037a7c47,0.9995,1.6095,-0.2497,1.7418,6.0,0.859,1.6222,-0.7008,1.6026,6.0,6.0,1.4333,-0.1405
6ccf8bb4-ac1e-5646-991c-ef814611e08c,1.2174,1.675,0.3548,1.8903,4.0,0.9892,1.3755,0.3796,1.5267,4.0,4.0,5.9,-0.2282
6d9eb2af-480d-5c9f-9edd-a0092a60a088,0.749,0.9461,0.0007,1.0114,8.0,1.0522,1.2028,-0.0645,1.284,8.0,8.0,4.825,0.3032
6e732dac-b402-5b0e-90bc-63ffc487066e,0.6541,0.8839,-0.0035,0.9683,6.0,0.6431,0.7642,-0.2188,0.8021,6.0,6.0,2.15,-0.011
6ed17c8b-acb5-5c5f-adaf-51bcbf165c60,0.4832,0.6702,-0.0233,0.7235,7.0,0.4974,0.6316,0.2629,0.6204,7.0,7.0,2.1143,0.0142
6f6393b8-d849-58c1-b122-4f27be209f0a,0.0738,0.0773,-0.0014,0.0893,4.0,0.1291,0.1384,-0.1291,0.0577,4.0,4.0,0.8,0.0553
6f6d1af4-208a-5bde-a865-ec792b2580d3,2.1708,2.3114,-0.1791,2.5764,5.0,1.5376,2.0037,0.9072,1.9974,5.0,5.0,4.48,-0.6332
70cb7ff8-8ae2-587c-a0b7-b3d9b04fc363,1.3209,1.6795,-0.0012,1.8398,6.0,1.0145,1.448,-0.4799,1.4966,6.0,6.0,3.0167,-0.3064
70eeb4b0-dd24-5309-b8d1-766a761b605e,0.3321,0.4661,-0.0376,0.5194,5.0,0.4935,0.6148,-0.4401,0.48,5.0,5.0,1.12,0.1613
718d4be5-18fd-5809-b7ab-e275a924d993,0.9676,1.0429,0.0062,1.2042,4.0,0.6987,0.7659,-0.0239,0.884,4.0,4.0,3.6,-0.269
7190bdfe-48c8-5390-bcd8-054a3ad97b13,1.0456,1.2031,0.1199,1.293,7.0,0.9756,1.1361,0.2151,1.205,7.0,7.0,4.7571,-0.07
720caca7-6760-5591-9d2c-cfe2e2e64c40,1.1201,1.2494,0.0968,1.4383,4.0,0.7099,0.9831,-0.2162,1.1074,4.0,4.0,1.6,-0.4102
73479908-28d7-541f-9f7b-6e13ffcee6ce,0.63,0.6342,0.0213,0.7319,4.0,0.4465,0.4734,0.1441,0.5208,4.0,4.0,1.475,-0.1835
7375596d-2111-529c-82c6-8e137c2ae3c6,0.6544,0.9241,-0.0377,0.9611,13.0,0.7463,0.9653,-0.2721,0.964,13.0,13.0,4.4231,0.0919
73867c8b-0bf6-5c88-b38b-d4b76d40ff3e,0.8716,0.9819,0.0434,1.1327,4.0,1.1188,1.3688,-1.1188,0.9106,4.0,4.0,2.025,0.2472
7398c060-f43e-53bc-9190-db89bb15d78e,0.1862,0.2079,0.0506,0.2328,4.0,0.2381,0.3055,0.2381,0.221,4.0,4.0,1.5,0.052
73b4996a-dede-5503-b2a2-93852369d2e4,0.9446,1.1141,-0.0827,1.2829,4.0,0.9082,1.083,0.3771,1.1722,4.0,4.0,4.65,-0.0363
73b6bb4c-4210-573e-a643-622d86a7e053,1.2833,1.5263,-0.2262,1.6535,6.0,1.1933,1.3833,-0.0729,1.5132,6.0,6.0,2.4333,-0.09
73c33d3d-d44a-5058-a48c-e4a128dec917,0.5447,0.7371,0.0766,0.7728,10.0,0.7039,0.8119,-0.3616,0.7663,10.0,10.0,2.29,0.1592
73dab59a-f18f-5262-a1af-373db9d1a7cf,0.2169,0.4092,-0.0044,0.4155,33.0,0.433,0.5848,-0.3366,0.4856,33.0,33.0,1.1364,0.2161
7653061a-befb-5f1a-bdd0-68fb406907dd,0.5369,0.6891,0.0771,0.7263,9.0,1.049,1.2847,1.049,0.7866,9.0,9.0,2.5778,0.5121
77169b19-0b28-58f8-9c06-5c2782dd2adc,0.6946,0.8478,-0.1118,0.9207,6.0,0.7547,0.9414,-0.6156,0.7802,6.0,6.0,4.0,0.0601
775219dc-dd7a-5a19-8dd7-cbd2ee865f00,1.192,1.6644,0.0185,1.7977,7.0,1.3041,1.636,-0.9989,1.3995,7.0,7.0,5.6143,0.1121
7781536d-7fb4-5cb9-b116-9fb605f23657,1.3151,1.5453,-0.0134,1.7843,4.0,0.8945,1.1639,0.1644,1.3305,4.0,4.0,4.45,-0.4207
782ea0c2-79f3-53ee-8809-34acb4717c7a,1.6445,1.9014,-0.1307,2.1903,4.0,1.119,1.3918,0.0492,1.6061,4.0,4.0,5.425,-0.5255
78eaaa81-91af-5b09-8e7f-062bf30d1b63,0.9197,1.2514,0.0143,1.4449,4.0,1.0129,1.1579,-0.5798,1.1574,4.0,4.0,2.5,0.0933
796df49d-6f98-5993-83c0-1317777bc591,0.7591,1.0001,-0.1032,1.1487,4.0,0.6261,0.8226,-0.2076,0.9192,4.0,4.0,4.25,-0.133
79aa98ef-6056-5aa7-a513-76175a65d411,1.0613,1.3676,0.1383,1.5711,4.0,0.8315,1.0845,0.1228,1.2442,4.0,4.0,4.125,-0.2297
79ca8c1b-db64-5992-be12-1261598500d1,0.2795,0.3535,0.0496,0.4042,4.0,0.9048,0.9433,-0.9048,0.308,4.0,4.0,1.075,0.6253
7a928a4b-8fcc-58ba-82ed-8314de7ad31a,0.8678,1.3356,-0.1285,1.4212,8.0,0.8678,1.2674,0.0195,1.3547,8.0,8.0,4.9625,0.0
7abd7b31-75d9-5d9d-928e-85ff4a61dc10,0.9976,1.1094,0.1414,1.2705,4.0,0.745,0.9199,-0.4384,0.9338,4.0,4.0,3.5,-0.2525
7bbedc25-2541-5732-aae5-76791a6445a8,0.7705,0.8993,0.0882,0.9803,6.0,0.7938,1.0575,0.6459,0.9173,6.0,6.0,4.5667,0.0232
7be8037c-8cc1-5e6f-814f-29aabf40a693,1.4034,1.6101,0.0278,1.7635,6.0,1.1417,1.3261,-0.6448,1.2694,6.0,6.0,4.3833,-0.2618
7d3d1d99-9915-5bd1-bc5d-9315e6650629,2.4537,2.579,0.1768,2.9709,4.0,1.6633,1.9245,-0.7965,2.023,4.0,4.0,5.45,-0.7905
7dab9966-83da-5a3d-a42b-a2bf57160bb6,0.5847,0.7082,0.0293,0.7911,5.0,0.5008,0.5976,-0.0844,0.6615,5.0,5.0,3.98,-0.084
7e9a3955-5f3b-5442-b478-369046be9fc2,0.3933,0.4408,-0.101,0.4955,4.0,0.8161,0.8779,0.8161,0.3734,4.0,4.0,3.45,0.4229
7fab1a16-6440-5309-a26c-5e1edbbab32e,0.8732,1.1866,-0.2014,1.3502,4.0,1.13,1.4927,-1.13,1.1262,4.0,4.0,1.575,0.2568
816f4234-22b9-5655-8e03-3058ef9f69a7,0.3022,0.3864,-0.0127,0.3949,23.0,0.5778,0.6828,0.0661,0.6949,23.0,23.0,1.113,0.2756
8350c418-844d-5e34-98ec-dcd30965482a,0.9508,1.1158,-0.1219,1.2149,6.0,0.7888,1.1137,0.619,1.0143,6.0,6.0,7.1333,-0.162
83ac9d12-ba16-51a1-92d1-2612e67e94c1,0.2673,0.3127,0.0015,0.361,4.0,0.1949,0.2491,0.0807,0.2722,4.0,4.0,2.575,-0.0724
8425b0a6-5589-5ae8-99fa-22a244ea167f,1.1504,1.5997,0.0859,1.786,5.0,0.8693,1.2629,0.263,1.381,5.0,5.0,4.56,-0.2811
848f3399-044c-5d18-89f0-60dd4a736b33,1.3364,1.6534,0.045,1.8106,6.0,1.3594,1.537,-0.3468,1.6402,6.0,6.0,2.1667,0.0229
84ceaa90-dae4-51f2-a0a5-8639544b1ea6,1.4138,1.4468,0.0742,1.6684,4.0,0.914,0.9384,-0.118,1.0749,4.0,4.0,2.875,-0.4998
84e483e0-be44-562d-9f76-a2868819769b,0.4455,0.6384,-0.0634,0.7103,5.0,0.4567,0.5922,-0.2912,0.5765,5.0,5.0,1.68,0.0112
84e4aa88-7c69-56fc-8697-38adc7431291,0.3269,0.428,-0.0065,0.4942,4.0,0.2818,0.3267,0.0621,0.3703,4.0,4.0,1.825,-0.0451
84eb6dfc-5751-5f7b-990f-36e7d559d8a4,1.1637,1.3888,0.1683,1.5918,4.0,1.6025,1.9689,-1.6025,1.3208,4.0,4.0,1.75,0.4388
864f42b8-849c-523a-9cd9-2caa29478ceb,2.4633,3.2127,0.0124,3.5919,5.0,1.9774,2.4841,-0.2804,2.7596,5.0,5.0,2.46,-0.4859
8668ea58-b266-5475-b9f5-897acac418a1,1.0975,1.3933,-0.2929,1.5229,5.0,0.8983,1.2741,-0.5499,1.285,5.0,5.0,3.54,-0.1992
86bd081d-fc7e-5ad7-ba39-ce96eb16e0b6,0.7108,0.9259,0.0116,1.0691,4.0,0.7863,0.8897,0.4348,0.8964,4.0,4.0,3.95,0.0755
87b0b4c1-9d84-5e06-8a9e-833c616425ae,0.823,1.2023,-0.3036,1.3007,5.0,0.9049,1.2502,-0.6712,1.1792,5.0,5.0,3.76,0.0819
88bb2329-cd7d-50d7-b221-53d1e86e7f49,0.2648,0.3121,-0.0049,0.337,7.0,0.607,0.6819,-0.607,0.3355,7.0,7.0,1.7429,0.3422
88bcecc8-4c0f-54dd-90b8-b0a12417eec6,0.8124,0.8662,0.1124,0.9918,4.0,0.8248,1.1299,0.8151,0.9035,4.0,4.0,5.55,0.0124
89250a4e-f4bd-5c33-91a7-e43990e3ef2e,0.5162,0.6365,0.0596,0.6721,9.0,0.5602,0.6916,0.3283,0.6457,9.0,9.0,7.7333,0.044
89dd0de3-d1ac-5579-a60f-661034e001d8,2.2538,3.3942,0.8047,3.6867,5.0,1.8663,3.1141,1.1602,3.231,5.0,5.0,7.24,-0.3875
89e1d4c1-45e6-5d83-b88d-a5b0ec1eb90a,1.0769,1.1914,0.1431,1.2644,8.0,2.1022,2.6067,-1.8763,1.9345,8.0,8.0,1.55,1.0253
8b002750-0562-5b8f-bd4f-9794aca024a0,0.762,0.9587,0.0981,1.0446,6.0,0.5856,0.817,0.1722,0.8749,6.0,6.0,2.8167,-0.1764
8b875e3f-6dfc-56ca-a0f2-8b88647d2727,1.3343,1.7676,0.0849,1.8726,9.0,1.2305,1.5744,0.2964,1.64,9.0,9.0,5.1444,-0.1038
8bd6e89a-cac1-5017-ab08-2c1e6f99498a,0.4075,0.4702,-0.0506,0.5397,4.0,0.3607,0.3965,0.02,0.4573,4.0,4.0,2.85,-0.0468
8c0a56de-50d4-5f4f-b50f-e20a3839248e,0.5002,0.5765,0.084,0.6248,6.0,0.684,0.772,-0.596,0.5375,6.0,6.0,2.8333,0.1838
8c620320-ba9e-539b-a360-779af364c393,0.7449,0.9526,-0.0235,1.0647,5.0,0.5744,0.7525,-0.0422,0.84,5.0,5.0,1.64,-0.1705
8ceeda16-c184-53e9-9282-d883edc31324,0.7107,0.8297,-0.0361,0.8792,9.0,0.8379,0.9378,0.1524,0.9815,9.0,9.0,2.0778,0.1272
8d30e2da-0bc1-5647-bfb8-b1e551f63816,0.4715,0.6654,-0.084,0.7001,9.0,0.4964,0.7301,-0.3671,0.6694,9.0,9.0,2.5778,0.0249
8d640a3a-7dea-5933-b476-12d40bcd7862,0.5304,0.7749,0.0895,0.8606,5.0,0.711,0.7528,-0.3331,0.7548,5.0,5.0,1.4,0.1806
8d938f61-6301-5c15-9e45-17b776ca533b,0.6142,0.7574,-0.1245,0.8069,7.0,0.668,0.8522,-0.1543,0.9052,7.0,7.0,3.1143,0.0538
8e152889-b511-5f51-a264-e50dce512286,0.6164,0.7697,-0.0198,0.8226,8.0,0.7461,1.0064,-0.5786,0.8802,8.0,8.0,1.25,0.1298
8e1c2f5b-1bd0-555a-8cc8-8348e5be1e82,0.5163,0.5364,-0.0341,0.6182,4.0,0.5166,0.584,0.2439,0.6127,4.0,4.0,4.125,0.0003
8e67ba73-3786-53b8-bd6b-7b36c33c586e,0.7135,0.7897,-0.0488,0.9101,4.0,0.6826,0.763,0.2584,0.829,4.0,4.0,5.225,-0.0309
8ecfa34c-2cb8-56d4-abe7-52379f334c92,0.7594,0.9506,0.2144,0.99,8.0,1.0652,1.2255,-0.6204,1.1298,8.0,8.0,3.4,0.3057
8f6fd4ad-08b9-5929-9b49-180ddd49c393,1.1111,1.4402,-0.114,1.6578,4.0,0.8952,1.2021,-0.3775,1.3178,4.0,4.0,4.975,-0.2159
8fb2ee8e-9991-5e34-9070-819579981232,0.6457,0.7209,0.0455,0.8308,4.0,0.4311,0.5222,0.1589,0.5743,4.0,4.0,3.3,-0.2145
9050c6ba-e82e-5d5a-882a-a12a9dd54587,0.6259,0.8058,0.0196,0.9007,5.0,0.66,0.7266,-0.3703,0.6989,5.0,5.0,1.4,0.0341
90e58604-2784-56fd-a3cd-b09ef56759fe,0.7644,0.7803,-0.0759,0.8967,4.0,0.6609,0.6912,-0.1487,0.7795,4.0,4.0,3.725,-0.1035
9100ea40-398c-5328-86b7-1270e084559b,0.9992,1.2539,0.1188,1.4413,4.0,0.8885,0.956,-0.1805,1.084,4.0,4.0,2.9,-0.1107
9103a684-e8f2-5e50-a45e-f13525865746,0.6144,0.7373,0.1219,0.7965,6.0,0.6501,0.8096,0.438,0.7459,6.0,6.0,6.9833,0.0356
917f56d0-ae72-575b-899d-d80024f53e41,0.7065,0.8074,0.0175,0.932,4.0,0.6454,0.6495,0.2602,0.6872,4.0,4.0,2.9,-0.0611
918efdb0-39fa-544d-a5c6-fd7a573fdbd0,0.4518,0.4955,-0.0515,0.5691,4.0,0.3255,0.3904,-0.1643,0.409,4.0,4.0,2.525,-0.1264
931397d0-3100-53b0-bdf2-dc48142a7990,0.5251,0.6329,0.0499,0.7285,4.0,0.5177,0.6566,-0.5177,0.4665,4.0,4.0,3.875,-0.0074
9527f147-7af6-5604-8918-4690849a7433,1.2126,1.5824,0.0383,1.7329,6.0,1.2269,1.4984,0.5616,1.5217,6.0,6.0,6.4333,0.0143
95900287-7719-5e71-8c56-073e26ec3287,0.5307,0.7374,-0.0048,0.7633,15.0,0.6696,0.847,-0.1742,0.858,15.0,15.0,1.86,0.1389
95c4ad9b-e53e-5c24-9776-b98fe025eae6,0.7378,0.8152,0.0539,0.9094,5.0,0.5446,0.6372,-0.1825,0.6825,5.0,5.0,2.78,-0.1933
964320e0-96b9-52d7-be08-6f58e3fa7a62,1.1442,1.1596,0.1288,1.3307,4.0,1.2477,1.5627,1.2477,1.0864,4.0,4.0,5.7,0.1035
967d0d60-64ff-5f82-b15e-9b30d28ca1da,0.4178,0.4689,0.026,0.5406,4.0,0.3846,0.4299,-0.2673,0.3887,4.0,4.0,2.225,-0.0332
96bf9626-d61b-59c3-8ece-120cffeb08fd,0.1306,0.1606,0.0128,0.1848,4.0,0.8998,0.9089,0.8998,0.1475,4.0,4.0,6.3,0.7693
97279f62-8963-5aa0-8356-f0082ac37b98,0.6401,0.7485,0.0385,0.8189,6.0,0.6139,0.7689,-0.3763,0.7345,6.0,6.0,3.2833,-0.0262
97bd982d-12dc-506b-8578-7db15fd50019,1.9709,2.2652,-0.055,2.5318,5.0,1.4676,1.9071,-0.7049,1.9812,5.0,5.0,2.34,-0.5033
97c6c52a-7cec-5ac7-8fa8-ef451151c797,2.3825,2.5633,-0.7298,2.8374,4.0,1.7291,2.1484,0.7644,2.3184,4.0,4.0,5.225,-0.6534
